id,lock_version,json_schema_version,"building","title","floor","room","area","barcode","classification","coordinate_1_label","coordinate_1_indicator","coordinate_2_label","coordinate_2_indicator","coordinate_3_label","coordinate_3_indicator",temporary_id,"created_by","last_modified_by","create_time","system_mtime","user_mtime"
206,0,1,"Building","Building, Floor, Room [Range: F, Section: 1, Shelf: 6]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","1","Shelf","6",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
207,0,1,"Building","Building, Floor, Room [Range: F, Section: 1, Shelf: 7]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","1","Shelf","7",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
208,0,1,"Building","Building, Floor, Room [Range: F, Section: 1, Shelf: 8]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","1","Shelf","8",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
209,0,1,"Building","Building, Floor, Room [Range: F, Section: 2, Shelf: 1]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","2","Shelf","1",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
210,0,1,"Building","Building, Floor, Room [Range: F, Section: 2, Shelf: 2]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","2","Shelf","2",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
211,0,1,"Building","Building, Floor, Room [Range: F, Section: 2, Shelf: 3]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","2","Shelf","3",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
212,0,1,"Building","Building, Floor, Room [Range: F, Section: 2, Shelf: 4]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","2","Shelf","4",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
213,0,1,"Building","Building, Floor, Room [Range: F, Section: 2, Shelf: 5]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","2","Shelf","5",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
214,0,1,"Building","Building, Floor, Room [Range: F, Section: 2, Shelf: 6]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","2","Shelf","6",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
215,0,1,"Building","Building, Floor, Room [Range: F, Section: 2, Shelf: 7]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","2","Shelf","7",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
216,0,1,"Building","Building, Floor, Room [Range: F, Section: 2, Shelf: 8]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","2","Shelf","8",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
217,0,1,"Building","Building, Floor, Room [Range: F, Section: 3, Shelf: 1]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","3","Shelf","1",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
218,0,1,"Building","Building, Floor, Room [Range: F, Section: 3, Shelf: 2]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","3","Shelf","2",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
219,0,1,"Building","Building, Floor, Room [Range: F, Section: 3, Shelf: 3]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","3","Shelf","3",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
220,0,1,"Building","Building, Floor, Room [Range: F, Section: 3, Shelf: 4]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","3","Shelf","4",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
221,0,1,"Building","Building, Floor, Room [Range: F, Section: 3, Shelf: 5]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","3","Shelf","5",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
222,0,1,"Building","Building, Floor, Room [Range: F, Section: 3, Shelf: 6]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","3","Shelf","6",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
223,0,1,"Building","Building, Floor, Room [Range: F, Section: 3, Shelf: 7]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","3","Shelf","7",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
224,0,1,"Building","Building, Floor, Room [Range: F, Section: 3, Shelf: 8]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","3","Shelf","8",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
225,0,1,"Building","Building, Floor, Room [Range: F, Section: 4, Shelf: 1]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","4","Shelf","1",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
226,0,1,"Building","Building, Floor, Room [Range: F, Section: 4, Shelf: 2]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","4","Shelf","2",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
227,0,1,"Building","Building, Floor, Room [Range: F, Section: 4, Shelf: 3]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","4","Shelf","3",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
228,0,1,"Building","Building, Floor, Room [Range: F, Section: 4, Shelf: 4]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","4","Shelf","4",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
229,0,1,"Building","Building, Floor, Room [Range: F, Section: 4, Shelf: 5]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","4","Shelf","5",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
230,0,1,"Building","Building, Floor, Room [Range: F, Section: 4, Shelf: 6]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","4","Shelf","6",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
231,0,1,"Building","Building, Floor, Room [Range: F, Section: 4, Shelf: 7]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","4","Shelf","7",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
232,0,1,"Building","Building, Floor, Room [Range: F, Section: 4, Shelf: 8]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","4","Shelf","8",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
233,0,1,"Building","Building, Floor, Room [Range: F, Section: 5, Shelf: 1]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","5","Shelf","1",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
234,0,1,"Building","Building, Floor, Room [Range: F, Section: 5, Shelf: 2]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","5","Shelf","2",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
235,0,1,"Building","Building, Floor, Room [Range: F, Section: 5, Shelf: 3]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","5","Shelf","3",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
236,0,1,"Building","Building, Floor, Room [Range: F, Section: 5, Shelf: 4]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","5","Shelf","4",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
237,0,1,"Building","Building, Floor, Room [Range: F, Section: 5, Shelf: 5]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","5","Shelf","5",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
238,0,1,"Building","Building, Floor, Room [Range: F, Section: 5, Shelf: 6]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","5","Shelf","6",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
239,0,1,"Building","Building, Floor, Room [Range: F, Section: 5, Shelf: 7]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","5","Shelf","7",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
240,0,1,"Building","Building, Floor, Room [Range: F, Section: 5, Shelf: 8]","Floor","Room",NULL,NULL,NULL,"Range","F","Section","5","Shelf","8",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
241,0,1,"Building","Building, Floor, Room [Range: G, Section: 1, Shelf: 1]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","1","Shelf","1",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
242,0,1,"Building","Building, Floor, Room [Range: G, Section: 1, Shelf: 2]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","1","Shelf","2",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
243,0,1,"Building","Building, Floor, Room [Range: G, Section: 1, Shelf: 3]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","1","Shelf","3",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
244,0,1,"Building","Building, Floor, Room [Range: G, Section: 1, Shelf: 4]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","1","Shelf","4",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
245,0,1,"Building","Building, Floor, Room [Range: G, Section: 1, Shelf: 5]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","1","Shelf","5",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
246,0,1,"Building","Building, Floor, Room [Range: G, Section: 1, Shelf: 6]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","1","Shelf","6",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
247,0,1,"Building","Building, Floor, Room [Range: G, Section: 1, Shelf: 7]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","1","Shelf","7",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
248,0,1,"Building","Building, Floor, Room [Range: G, Section: 1, Shelf: 8]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","1","Shelf","8",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
249,0,1,"Building","Building, Floor, Room [Range: G, Section: 2, Shelf: 1]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","2","Shelf","1",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
250,0,1,"Building","Building, Floor, Room [Range: G, Section: 2, Shelf: 2]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","2","Shelf","2",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
251,0,1,"Building","Building, Floor, Room [Range: G, Section: 2, Shelf: 3]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","2","Shelf","3",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
252,0,1,"Building","Building, Floor, Room [Range: G, Section: 2, Shelf: 4]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","2","Shelf","4",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
253,0,1,"Building","Building, Floor, Room [Range: G, Section: 2, Shelf: 5]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","2","Shelf","5",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
254,0,1,"Building","Building, Floor, Room [Range: G, Section: 2, Shelf: 6]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","2","Shelf","6",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
255,0,1,"Building","Building, Floor, Room [Range: G, Section: 2, Shelf: 7]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","2","Shelf","7",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
256,0,1,"Building","Building, Floor, Room [Range: G, Section: 2, Shelf: 8]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","2","Shelf","8",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
257,0,1,"Building","Building, Floor, Room [Range: G, Section: 3, Shelf: 1]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","3","Shelf","1",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
258,0,1,"Building","Building, Floor, Room [Range: G, Section: 3, Shelf: 2]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","3","Shelf","2",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
259,0,1,"Building","Building, Floor, Room [Range: G, Section: 3, Shelf: 3]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","3","Shelf","3",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
260,0,1,"Building","Building, Floor, Room [Range: G, Section: 3, Shelf: 4]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","3","Shelf","4",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
261,0,1,"Building","Building, Floor, Room [Range: G, Section: 3, Shelf: 5]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","3","Shelf","5",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
262,0,1,"Building","Building, Floor, Room [Range: G, Section: 3, Shelf: 6]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","3","Shelf","6",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
263,0,1,"Building","Building, Floor, Room [Range: G, Section: 3, Shelf: 7]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","3","Shelf","7",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
264,0,1,"Building","Building, Floor, Room [Range: G, Section: 3, Shelf: 8]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","3","Shelf","8",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
265,0,1,"Building","Building, Floor, Room [Range: G, Section: 4, Shelf: 1]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","4","Shelf","1",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
266,0,1,"Building","Building, Floor, Room [Range: G, Section: 4, Shelf: 2]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","4","Shelf","2",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
267,0,1,"Building","Building, Floor, Room [Range: G, Section: 4, Shelf: 3]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","4","Shelf","3",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
268,0,1,"Building","Building, Floor, Room [Range: G, Section: 4, Shelf: 4]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","4","Shelf","4",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
269,0,1,"Building","Building, Floor, Room [Range: G, Section: 4, Shelf: 5]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","4","Shelf","5",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
270,0,1,"Building","Building, Floor, Room [Range: G, Section: 4, Shelf: 6]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","4","Shelf","6",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
271,0,1,"Building","Building, Floor, Room [Range: G, Section: 4, Shelf: 7]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","4","Shelf","7",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
272,0,1,"Building","Building, Floor, Room [Range: G, Section: 4, Shelf: 8]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","4","Shelf","8",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
273,0,1,"Building","Building, Floor, Room [Range: G, Section: 5, Shelf: 1]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","5","Shelf","1",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
274,0,1,"Building","Building, Floor, Room [Range: G, Section: 5, Shelf: 2]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","5","Shelf","2",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
275,0,1,"Building","Building, Floor, Room [Range: G, Section: 5, Shelf: 3]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","5","Shelf","3",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
276,0,1,"Building","Building, Floor, Room [Range: G, Section: 5, Shelf: 4]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","5","Shelf","4",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
277,0,1,"Building","Building, Floor, Room [Range: G, Section: 5, Shelf: 5]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","5","Shelf","5",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
278,0,1,"Building","Building, Floor, Room [Range: G, Section: 5, Shelf: 6]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","5","Shelf","6",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
279,0,1,"Building","Building, Floor, Room [Range: G, Section: 5, Shelf: 7]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","5","Shelf","7",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
280,0,1,"Building","Building, Floor, Room [Range: G, Section: 5, Shelf: 8]","Floor","Room",NULL,NULL,NULL,"Range","G","Section","5","Shelf","8",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
281,0,1,"Building","Building, Floor, Room [Range: H, Section: 1, Shelf: 1]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","1","Shelf","1",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
282,0,1,"Building","Building, Floor, Room [Range: H, Section: 1, Shelf: 2]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","1","Shelf","2",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
283,0,1,"Building","Building, Floor, Room [Range: H, Section: 1, Shelf: 3]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","1","Shelf","3",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
284,0,1,"Building","Building, Floor, Room [Range: H, Section: 1, Shelf: 4]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","1","Shelf","4",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
285,0,1,"Building","Building, Floor, Room [Range: H, Section: 1, Shelf: 5]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","1","Shelf","5",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
286,0,1,"Building","Building, Floor, Room [Range: H, Section: 1, Shelf: 6]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","1","Shelf","6",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
287,0,1,"Building","Building, Floor, Room [Range: H, Section: 1, Shelf: 7]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","1","Shelf","7",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
288,0,1,"Building","Building, Floor, Room [Range: H, Section: 1, Shelf: 8]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","1","Shelf","8",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
289,0,1,"Building","Building, Floor, Room [Range: H, Section: 2, Shelf: 1]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","2","Shelf","1",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
290,0,1,"Building","Building, Floor, Room [Range: H, Section: 2, Shelf: 2]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","2","Shelf","2",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
291,0,1,"Building","Building, Floor, Room [Range: H, Section: 2, Shelf: 3]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","2","Shelf","3",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
292,0,1,"Building","Building, Floor, Room [Range: H, Section: 2, Shelf: 4]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","2","Shelf","4",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
293,0,1,"Building","Building, Floor, Room [Range: H, Section: 2, Shelf: 5]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","2","Shelf","5",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
294,0,1,"Building","Building, Floor, Room [Range: H, Section: 2, Shelf: 6]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","2","Shelf","6",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
295,0,1,"Building","Building, Floor, Room [Range: H, Section: 2, Shelf: 7]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","2","Shelf","7",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
296,0,1,"Building","Building, Floor, Room [Range: H, Section: 2, Shelf: 8]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","2","Shelf","8",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
297,0,1,"Building","Building, Floor, Room [Range: H, Section: 3, Shelf: 1]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","3","Shelf","1",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
298,0,1,"Building","Building, Floor, Room [Range: H, Section: 3, Shelf: 2]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","3","Shelf","2",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
299,0,1,"Building","Building, Floor, Room [Range: H, Section: 3, Shelf: 3]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","3","Shelf","3",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
300,0,1,"Building","Building, Floor, Room [Range: H, Section: 3, Shelf: 4]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","3","Shelf","4",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-01-11 14:34:26"
301,1,1,"Building","Building, Floor, Room [Range: H, Section: 3, Shelf: 5]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","3","Shelf","5",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-06-27 16:47:16"
302,1,1,"Building","Building, Floor, Room [Range: H, Section: 3, Shelf: 6]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","3","Shelf","6",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-06-27 16:47:16"
303,1,1,"Building","Building, Floor, Room [Range: H, Section: 3, Shelf: 7]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","3","Shelf","7",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-06-27 16:47:16"
304,1,1,"Building","Building, Floor, Room [Range: H, Section: 3, Shelf: 8]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","3","Shelf","8",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-06-27 16:47:16"
305,1,1,"Building","Building, Floor, Room [Range: H, Section: 4, Shelf: 1]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","4","Shelf","1",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-06-27 16:47:16"
306,1,1,"Building","Building, Floor, Room [Range: H, Section: 4, Shelf: 2]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","4","Shelf","2",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-06-27 16:47:16"
307,1,1,"Building","Building, Floor, Room [Range: H, Section: 4, Shelf: 3]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","4","Shelf","3",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-06-27 16:47:16"
308,1,1,"Building","Building, Floor, Room [Range: H, Section: 4, Shelf: 4]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","4","Shelf","4",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-06-27 16:47:16"
309,2,1,"Building","Building, Floor, Room [Range: H, Section: 4, Shelf: 5]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","4","Shelf","5",NULL,"admin","buschedw","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-06-28 15:49:50"
310,2,1,"Building","Building, Floor, Room [Range: H, Section: 4, Shelf: 6]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","4","Shelf","6",NULL,"admin","buschedw","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-06-28 15:51:05"
311,1,1,"Building","Building, Floor, Room [Range: H, Section: 4, Shelf: 7]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","4","Shelf","7",NULL,"admin","buschedw","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-06-28 15:59:29"
312,1,1,"Library","Library, Floor, Room [Range: H, Section: 4, Shelf: 8]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","4","Shelf","8",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-07-11 21:43:50"
313,1,1,"Library","Library, Floor, Room [Range: H, Section: 5, Shelf: 1]","Floor","Room",NULL,NULL,NULL,"Range","H","Section","5","Shelf","1",NULL,"admin","admin","2016-01-11 14:34:26","2017-07-13 22:14:18","2016-07-11 21:43:50"
