id,accession_id,resource_id,archival_object_id,digital_object_id,digital_object_component_id,agent_person_id,agent_family_id,agent_corporate_entity_id,agent_software_id,event_id,aspace_relationship_position,"created_by","last_modified_by","system_mtime","user_mtime",role_id,suppressed
176,NULL,NULL,NULL,NULL,NULL,113,NULL,NULL,NULL,178,0,NULL,NULL,"2016-03-15 18:36:12","2016-03-15 18:36:12",228,0
177,NULL,NULL,NULL,NULL,NULL,114,NULL,NULL,NULL,179,0,NULL,NULL,"2016-03-17 14:34:40","2016-03-17 14:34:40",228,0
178,NULL,NULL,NULL,NULL,NULL,115,NULL,NULL,NULL,180,0,NULL,NULL,"2016-03-22 16:58:44","2016-03-22 16:58:44",228,0
179,NULL,NULL,NULL,NULL,NULL,116,NULL,NULL,NULL,181,0,NULL,NULL,"2016-03-24 15:17:26","2016-03-24 15:17:26",228,0
180,NULL,NULL,NULL,NULL,NULL,117,NULL,NULL,NULL,182,0,NULL,NULL,"2016-03-24 15:17:26","2016-03-24 15:17:26",228,0
181,NULL,NULL,NULL,NULL,NULL,118,NULL,NULL,NULL,183,0,NULL,NULL,"2016-03-24 15:17:26","2016-03-24 15:17:26",228,0
182,NULL,NULL,NULL,NULL,NULL,NULL,NULL,57,NULL,184,0,NULL,NULL,"2016-03-24 15:17:26","2016-03-24 15:17:26",228,0
183,NULL,NULL,NULL,NULL,NULL,119,NULL,NULL,NULL,185,0,NULL,NULL,"2016-03-24 15:17:26","2016-03-24 15:17:26",228,0
184,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,186,0,NULL,NULL,"2016-03-24 15:17:26","2016-03-24 15:17:26",228,0
185,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58,NULL,187,0,NULL,NULL,"2016-03-24 15:17:26","2016-03-24 15:17:26",228,0
186,NULL,NULL,NULL,NULL,NULL,121,NULL,NULL,NULL,188,0,NULL,NULL,"2016-03-24 15:17:26","2016-03-24 15:17:26",228,0
187,NULL,NULL,NULL,NULL,NULL,122,NULL,NULL,NULL,189,0,NULL,NULL,"2016-03-24 15:17:27","2016-03-24 15:17:27",228,0
188,NULL,NULL,NULL,NULL,NULL,123,NULL,NULL,NULL,190,0,NULL,NULL,"2016-03-24 15:17:27","2016-03-24 15:17:27",228,0
189,NULL,NULL,NULL,NULL,NULL,NULL,NULL,59,NULL,191,0,NULL,NULL,"2016-03-24 15:17:27","2016-03-24 15:17:27",228,0
190,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,192,0,NULL,NULL,"2016-05-25 14:31:20","2016-03-24 15:17:27",227,1
191,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,193,0,NULL,NULL,"2016-05-25 14:31:20","2016-03-24 15:17:27",227,1
192,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,194,0,NULL,NULL,"2016-03-24 15:17:27","2016-03-24 15:17:27",227,0
193,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,195,0,NULL,NULL,"2016-03-24 15:17:27","2016-03-24 15:17:27",227,0
194,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,196,0,NULL,NULL,"2016-03-24 15:17:27","2016-03-24 15:17:27",227,0
195,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,197,0,NULL,NULL,"2016-03-24 15:17:27","2016-03-24 15:17:27",227,0
196,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,198,0,NULL,NULL,"2016-03-24 15:17:27","2016-03-24 15:17:27",227,0
197,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,199,0,NULL,NULL,"2016-03-24 15:17:27","2016-03-24 15:17:27",227,0
198,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,200,0,NULL,NULL,"2016-03-24 15:17:27","2016-03-24 15:17:27",227,0
199,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,201,0,NULL,NULL,"2016-03-24 15:17:27","2016-03-24 15:17:27",227,0
200,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,202,0,NULL,NULL,"2016-03-24 15:17:27","2016-03-24 15:17:27",227,0
201,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,203,0,NULL,NULL,"2016-03-24 15:17:27","2016-03-24 15:17:27",227,0
202,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,204,0,NULL,NULL,"2016-03-24 15:17:27","2016-03-24 15:17:27",227,0
203,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,205,0,NULL,NULL,"2016-03-24 15:17:27","2016-03-24 15:17:27",227,0
204,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,206,0,NULL,NULL,"2016-03-24 15:17:27","2016-03-24 15:17:27",227,0
205,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,207,0,NULL,NULL,"2016-03-24 15:17:27","2016-03-24 15:17:27",227,0
206,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,208,0,NULL,NULL,"2016-03-24 15:17:27","2016-03-24 15:17:27",227,0
207,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,209,0,NULL,NULL,"2016-03-24 15:17:27","2016-03-24 15:17:27",227,0
208,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,210,0,NULL,NULL,"2016-03-24 15:17:27","2016-03-24 15:17:27",227,0
209,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,211,0,NULL,NULL,"2016-03-24 15:17:27","2016-03-24 15:17:27",227,0
210,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,212,0,NULL,NULL,"2016-03-24 15:17:27","2016-03-24 15:17:27",227,0
211,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,213,0,NULL,NULL,"2016-03-24 15:17:27","2016-03-24 15:17:27",227,0
212,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,214,0,NULL,NULL,"2016-03-24 15:17:27","2016-03-24 15:17:27",227,0
213,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,215,0,NULL,NULL,"2016-03-24 15:17:27","2016-03-24 15:17:27",227,0
214,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,216,0,NULL,NULL,"2016-03-24 15:28:21","2016-03-24 15:28:21",227,0
215,NULL,NULL,10103,NULL,NULL,NULL,NULL,NULL,NULL,217,0,NULL,NULL,"2016-03-25 13:12:52","2016-03-25 13:12:52",227,0
216,NULL,NULL,10103,NULL,NULL,NULL,NULL,NULL,NULL,218,0,NULL,NULL,"2016-03-25 13:19:06","2016-03-25 13:19:06",227,0
219,NULL,NULL,NULL,NULL,NULL,126,NULL,NULL,NULL,221,0,NULL,NULL,"2016-04-01 15:48:04","2016-04-01 15:48:04",228,0
221,NULL,NULL,NULL,NULL,NULL,NULL,NULL,60,NULL,223,0,NULL,NULL,"2016-04-01 19:26:01","2016-04-01 19:26:01",228,0
222,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61,NULL,224,0,NULL,NULL,"2016-04-01 19:33:04","2016-04-01 19:33:04",228,0
223,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,225,0,NULL,NULL,"2016-04-11 14:52:29","2016-04-11 14:52:29",228,0
224,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,226,0,NULL,NULL,"2016-04-11 14:52:29","2016-04-11 14:52:29",228,0
225,NULL,NULL,NULL,NULL,NULL,128,NULL,NULL,NULL,227,0,NULL,NULL,"2016-04-11 14:52:29","2016-04-11 14:52:29",228,0
226,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62,NULL,228,0,NULL,NULL,"2016-04-11 14:52:29","2016-04-11 14:52:29",228,0
227,NULL,NULL,NULL,NULL,NULL,129,NULL,NULL,NULL,229,0,NULL,NULL,"2016-04-11 14:52:29","2016-04-11 14:52:29",228,0
228,NULL,NULL,NULL,NULL,NULL,130,NULL,NULL,NULL,230,0,NULL,NULL,"2016-04-11 14:52:29","2016-04-11 14:52:29",228,0
243,NULL,NULL,NULL,NULL,NULL,136,NULL,NULL,NULL,245,0,NULL,NULL,"2016-04-11 15:19:49","2016-04-11 15:19:49",228,0
244,NULL,NULL,NULL,NULL,NULL,NULL,NULL,72,NULL,246,0,NULL,NULL,"2016-04-11 15:19:49","2016-04-11 15:19:49",228,0
245,NULL,NULL,NULL,NULL,NULL,137,NULL,NULL,NULL,247,0,NULL,NULL,"2016-04-11 15:19:50","2016-04-11 15:19:50",228,0
246,NULL,NULL,NULL,NULL,NULL,138,NULL,NULL,NULL,248,0,NULL,NULL,"2016-04-11 15:20:42","2016-04-11 15:20:42",228,0
247,NULL,NULL,NULL,NULL,NULL,139,NULL,NULL,NULL,249,0,NULL,NULL,"2016-04-11 15:20:42","2016-04-11 15:20:42",228,0
248,NULL,NULL,NULL,NULL,NULL,140,NULL,NULL,NULL,250,0,NULL,NULL,"2016-04-11 15:20:42","2016-04-11 15:20:42",228,0
249,NULL,NULL,NULL,NULL,NULL,141,NULL,NULL,NULL,251,0,NULL,NULL,"2016-04-11 15:20:42","2016-04-11 15:20:42",228,0
250,NULL,NULL,NULL,NULL,NULL,142,NULL,NULL,NULL,252,0,NULL,NULL,"2016-04-11 15:20:42","2016-04-11 15:20:42",228,0
251,NULL,NULL,NULL,NULL,NULL,143,NULL,NULL,NULL,253,0,NULL,NULL,"2016-04-11 15:20:42","2016-04-11 15:20:42",228,0
252,NULL,NULL,NULL,NULL,NULL,144,NULL,NULL,NULL,254,0,NULL,NULL,"2016-04-11 15:20:42","2016-04-11 15:20:42",228,0
253,NULL,NULL,NULL,NULL,NULL,145,NULL,NULL,NULL,255,0,NULL,NULL,"2016-04-11 15:20:42","2016-04-11 15:20:42",228,0
254,NULL,NULL,NULL,NULL,NULL,146,NULL,NULL,NULL,256,0,NULL,NULL,"2016-04-11 15:20:42","2016-04-11 15:20:42",228,0
255,NULL,NULL,NULL,NULL,NULL,147,NULL,NULL,NULL,257,0,NULL,NULL,"2016-04-11 15:20:42","2016-04-11 15:20:42",228,0
256,NULL,NULL,NULL,NULL,NULL,148,NULL,NULL,NULL,258,0,NULL,NULL,"2016-04-11 15:20:42","2016-04-11 15:20:42",228,0
257,NULL,NULL,NULL,NULL,NULL,149,NULL,NULL,NULL,259,0,NULL,NULL,"2016-04-11 15:20:42","2016-04-11 15:20:42",228,0
258,NULL,NULL,NULL,NULL,NULL,150,NULL,NULL,NULL,260,0,NULL,NULL,"2016-04-11 15:20:42","2016-04-11 15:20:42",228,0
259,NULL,NULL,NULL,NULL,NULL,NULL,NULL,73,NULL,261,0,NULL,NULL,"2016-04-11 17:10:02","2016-04-11 17:10:02",228,0
260,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74,NULL,262,0,NULL,NULL,"2016-04-11 17:10:02","2016-04-11 17:10:02",228,0
261,NULL,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,263,0,NULL,NULL,"2016-04-15 07:37:14","2016-04-15 07:37:14",229,0
262,NULL,67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,264,0,NULL,NULL,"2016-04-15 07:40:42","2016-04-15 07:40:42",229,0
263,NULL,NULL,NULL,NULL,NULL,151,NULL,NULL,NULL,265,0,NULL,NULL,"2016-04-22 19:41:44","2016-04-22 19:41:44",228,0
264,NULL,NULL,NULL,NULL,NULL,152,NULL,NULL,NULL,266,0,NULL,NULL,"2016-04-22 19:41:44","2016-04-22 19:41:44",228,0
265,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,NULL,267,0,NULL,NULL,"2016-04-22 19:41:44","2016-04-22 19:41:44",228,0
266,NULL,NULL,NULL,NULL,NULL,153,NULL,NULL,NULL,268,0,NULL,NULL,"2016-04-22 19:41:44","2016-04-22 19:41:44",228,0
267,NULL,NULL,NULL,NULL,NULL,154,NULL,NULL,NULL,269,0,NULL,NULL,"2016-04-22 19:41:44","2016-04-22 19:41:44",228,0
269,NULL,NULL,NULL,NULL,NULL,156,NULL,NULL,NULL,271,0,NULL,NULL,"2016-04-26 20:16:05","2016-04-26 20:16:05",228,0
270,NULL,NULL,NULL,NULL,NULL,156,NULL,NULL,NULL,272,0,NULL,NULL,"2017-03-24 15:12:22","2017-03-24 15:12:22",228,0
271,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,273,0,NULL,NULL,"2016-04-29 20:30:22","2016-04-29 20:30:22",229,0
272,NULL,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,274,0,NULL,NULL,"2016-05-02 14:21:09","2016-05-02 14:21:09",227,0
273,NULL,NULL,10070,NULL,NULL,NULL,NULL,NULL,NULL,275,0,NULL,NULL,"2016-05-02 14:23:17","2016-05-02 14:23:17",227,0
274,NULL,NULL,14023,NULL,NULL,NULL,NULL,NULL,NULL,276,0,NULL,NULL,"2016-05-02 17:19:17","2016-05-02 17:19:17",227,0
277,NULL,NULL,14028,NULL,NULL,NULL,NULL,NULL,NULL,279,0,NULL,NULL,"2016-05-02 18:43:35","2016-05-02 18:43:35",227,0
278,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,280,0,NULL,NULL,"2016-05-06 19:44:49","2016-05-06 19:44:49",227,0
279,NULL,NULL,NULL,NULL,NULL,158,NULL,NULL,NULL,281,0,NULL,NULL,"2016-05-09 02:18:15","2016-05-09 02:18:15",228,0
280,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,NULL,282,0,NULL,NULL,"2016-05-09 18:41:02","2016-05-09 18:41:02",228,0
281,NULL,NULL,NULL,NULL,NULL,159,NULL,NULL,NULL,283,0,NULL,NULL,"2016-05-09 18:41:02","2016-05-09 18:41:02",228,0
283,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77,NULL,285,0,NULL,NULL,"2016-05-11 23:28:57","2016-05-11 23:28:57",228,0
284,NULL,NULL,NULL,NULL,NULL,161,NULL,NULL,NULL,286,0,NULL,NULL,"2016-05-11 23:28:57","2016-05-11 23:28:57",228,0
285,NULL,NULL,NULL,NULL,NULL,162,NULL,NULL,NULL,287,0,NULL,NULL,"2016-05-12 18:48:24","2016-05-12 18:48:24",228,0
286,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,288,0,NULL,NULL,"2016-05-12 20:18:48","2016-05-12 20:18:48",228,0
287,NULL,NULL,NULL,NULL,NULL,163,NULL,NULL,NULL,289,0,NULL,NULL,"2016-05-12 20:51:50","2016-05-12 20:51:50",228,0
289,NULL,NULL,NULL,NULL,NULL,165,NULL,NULL,NULL,291,0,NULL,NULL,"2016-05-13 15:10:01","2016-05-13 15:10:01",228,0
290,NULL,NULL,NULL,NULL,NULL,166,NULL,NULL,NULL,292,0,NULL,NULL,"2016-05-13 18:31:33","2016-05-13 18:31:33",228,0
291,NULL,NULL,NULL,NULL,NULL,167,NULL,NULL,NULL,293,0,NULL,NULL,"2016-05-13 18:31:33","2016-05-13 18:31:33",228,0
292,NULL,NULL,NULL,NULL,NULL,168,NULL,NULL,NULL,294,0,NULL,NULL,"2016-05-13 18:31:33","2016-05-13 18:31:33",228,0
293,NULL,NULL,NULL,NULL,NULL,169,NULL,NULL,NULL,295,0,NULL,NULL,"2016-05-13 18:31:33","2016-05-13 18:31:33",228,0
294,NULL,NULL,NULL,NULL,NULL,170,NULL,NULL,NULL,296,0,NULL,NULL,"2016-05-13 18:31:33","2016-05-13 18:31:33",228,0
295,NULL,NULL,NULL,NULL,NULL,171,NULL,NULL,NULL,297,0,NULL,NULL,"2016-05-13 18:31:33","2016-05-13 18:31:33",228,0
296,NULL,NULL,NULL,NULL,NULL,172,NULL,NULL,NULL,298,0,NULL,NULL,"2016-05-13 18:31:33","2016-05-13 18:31:33",228,0
297,NULL,NULL,NULL,NULL,NULL,NULL,NULL,78,NULL,299,0,NULL,NULL,"2016-05-13 18:31:33","2016-05-13 18:31:33",228,0
298,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79,NULL,300,0,NULL,NULL,"2016-05-13 18:31:33","2016-05-13 18:31:33",228,0
299,NULL,NULL,NULL,NULL,NULL,NULL,NULL,80,NULL,301,0,NULL,NULL,"2016-05-13 18:31:33","2016-05-13 18:31:33",228,0
300,NULL,NULL,NULL,NULL,NULL,NULL,NULL,81,NULL,302,0,NULL,NULL,"2016-05-13 18:31:33","2016-05-13 18:31:33",228,0
301,NULL,NULL,NULL,NULL,NULL,173,NULL,NULL,NULL,303,0,NULL,NULL,"2016-05-13 18:31:34","2016-05-13 18:31:34",228,0
302,NULL,NULL,NULL,NULL,NULL,174,NULL,NULL,NULL,304,0,NULL,NULL,"2016-05-13 18:31:34","2016-05-13 18:31:34",228,0
303,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,NULL,305,0,NULL,NULL,"2016-05-13 18:31:34","2016-05-13 18:31:34",228,0
304,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,NULL,306,0,NULL,NULL,"2016-05-13 18:31:34","2016-05-13 18:31:34",228,0
305,NULL,NULL,NULL,NULL,NULL,175,NULL,NULL,NULL,307,0,NULL,NULL,"2016-05-13 18:35:34","2016-05-13 18:35:34",228,0
306,NULL,NULL,NULL,NULL,NULL,176,NULL,NULL,NULL,308,0,NULL,NULL,"2016-05-13 18:36:44","2016-05-13 18:36:44",228,0
307,NULL,NULL,NULL,NULL,NULL,177,NULL,NULL,NULL,309,0,NULL,NULL,"2016-05-13 20:42:44","2016-05-13 20:42:44",228,0
308,NULL,NULL,NULL,NULL,NULL,178,NULL,NULL,NULL,310,0,NULL,NULL,"2016-05-19 20:21:07","2016-05-19 20:21:07",228,0
309,NULL,NULL,NULL,NULL,NULL,179,NULL,NULL,NULL,311,0,NULL,NULL,"2016-05-20 13:27:23","2016-05-20 13:27:23",228,0
310,NULL,NULL,10450,NULL,NULL,NULL,NULL,NULL,NULL,312,0,NULL,NULL,"2016-05-23 15:58:29","2016-05-23 15:58:29",227,0
311,NULL,NULL,14024,NULL,NULL,NULL,NULL,NULL,NULL,313,0,NULL,NULL,"2016-05-23 15:58:38","2016-05-23 15:58:38",227,0
312,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,314,0,NULL,NULL,"2016-05-31 15:05:18","2016-05-31 15:05:18",227,0
313,NULL,NULL,NULL,NULL,NULL,180,NULL,NULL,NULL,315,0,NULL,NULL,"2016-06-01 15:01:39","2016-06-01 15:01:39",228,0
314,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84,NULL,316,0,NULL,NULL,"2016-06-01 15:01:39","2016-06-01 15:01:39",228,0
315,NULL,NULL,NULL,NULL,NULL,181,NULL,NULL,NULL,317,0,NULL,NULL,"2016-06-16 13:11:14","2016-06-16 13:11:14",228,0
316,NULL,NULL,NULL,NULL,NULL,182,NULL,NULL,NULL,318,0,NULL,NULL,"2016-06-16 13:11:14","2016-06-16 13:11:14",228,0
317,NULL,NULL,NULL,NULL,NULL,183,NULL,NULL,NULL,319,0,NULL,NULL,"2016-06-16 13:11:14","2016-06-16 13:11:14",228,0
318,NULL,NULL,NULL,NULL,NULL,184,NULL,NULL,NULL,320,0,NULL,NULL,"2016-06-16 13:11:14","2016-06-16 13:11:14",228,0
319,NULL,NULL,NULL,NULL,NULL,185,NULL,NULL,NULL,321,0,NULL,NULL,"2016-06-16 13:11:14","2016-06-16 13:11:14",228,0
320,NULL,NULL,NULL,NULL,NULL,186,NULL,NULL,NULL,322,0,NULL,NULL,"2016-06-16 13:11:14","2016-06-16 13:11:14",228,0
321,NULL,NULL,NULL,NULL,NULL,187,NULL,NULL,NULL,323,0,NULL,NULL,"2016-06-16 13:11:14","2016-06-16 13:11:14",228,0
322,NULL,NULL,NULL,NULL,NULL,188,NULL,NULL,NULL,324,0,NULL,NULL,"2016-06-16 13:11:14","2016-06-16 13:11:14",228,0
323,NULL,NULL,NULL,NULL,NULL,189,NULL,NULL,NULL,325,0,NULL,NULL,"2016-06-16 13:11:15","2016-06-16 13:11:15",228,0
324,NULL,NULL,NULL,NULL,NULL,190,NULL,NULL,NULL,326,0,NULL,NULL,"2016-06-16 13:11:15","2016-06-16 13:11:15",228,0
325,NULL,NULL,NULL,NULL,NULL,191,NULL,NULL,NULL,327,0,NULL,NULL,"2016-06-16 13:11:15","2016-06-16 13:11:15",228,0
326,NULL,NULL,NULL,NULL,NULL,192,NULL,NULL,NULL,328,0,NULL,NULL,"2016-06-16 13:11:15","2016-06-16 13:11:15",228,0
327,NULL,NULL,NULL,NULL,NULL,193,NULL,NULL,NULL,329,0,NULL,NULL,"2016-06-16 13:11:15","2016-06-16 13:11:15",228,0
328,NULL,NULL,NULL,NULL,NULL,194,NULL,NULL,NULL,330,0,NULL,NULL,"2016-06-16 13:11:15","2016-06-16 13:11:15",228,0
329,NULL,NULL,NULL,NULL,NULL,195,NULL,NULL,NULL,331,0,NULL,NULL,"2016-06-16 13:11:15","2016-06-16 13:11:15",228,0
330,NULL,NULL,NULL,NULL,NULL,196,NULL,NULL,NULL,332,0,NULL,NULL,"2016-06-16 13:11:15","2016-06-16 13:11:15",228,0
331,NULL,NULL,NULL,NULL,NULL,197,NULL,NULL,NULL,333,0,NULL,NULL,"2016-06-16 13:11:15","2016-06-16 13:11:15",228,0
332,NULL,NULL,NULL,NULL,NULL,198,NULL,NULL,NULL,334,0,NULL,NULL,"2016-06-16 13:11:15","2016-06-16 13:11:15",228,0
333,NULL,NULL,NULL,NULL,NULL,199,NULL,NULL,NULL,335,0,NULL,NULL,"2016-06-16 13:11:15","2016-06-16 13:11:15",228,0
334,NULL,NULL,NULL,NULL,NULL,200,NULL,NULL,NULL,336,0,NULL,NULL,"2016-06-16 13:11:15","2016-06-16 13:11:15",228,0
335,NULL,NULL,NULL,NULL,NULL,201,NULL,NULL,NULL,337,0,NULL,NULL,"2016-06-16 13:11:15","2016-06-16 13:11:15",228,0
336,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,NULL,338,0,NULL,NULL,"2016-06-24 18:43:08","2016-06-24 18:43:08",228,0
337,NULL,NULL,NULL,NULL,NULL,202,NULL,NULL,NULL,339,0,NULL,NULL,"2016-06-27 13:13:37","2016-06-27 13:13:37",228,0
338,NULL,NULL,NULL,NULL,NULL,203,NULL,NULL,NULL,340,0,NULL,NULL,"2016-06-27 13:14:44","2016-06-27 13:14:44",228,0
339,NULL,NULL,NULL,NULL,NULL,204,NULL,NULL,NULL,341,0,NULL,NULL,"2016-06-27 13:35:59","2016-06-27 13:35:59",228,0
340,NULL,65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,342,0,NULL,NULL,"2016-06-27 14:10:04","2016-06-27 14:10:04",227,0
341,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,343,0,NULL,NULL,"2016-06-27 14:15:55","2016-06-27 14:15:55",227,0
342,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,344,0,NULL,NULL,"2016-06-27 14:51:44","2016-06-27 14:51:44",227,0
343,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,NULL,345,0,NULL,NULL,"2016-06-27 16:29:02","2016-06-27 16:29:02",228,0
344,NULL,NULL,NULL,NULL,NULL,NULL,NULL,87,NULL,346,0,NULL,NULL,"2016-06-27 16:29:02","2016-06-27 16:29:02",228,0
345,NULL,NULL,NULL,NULL,NULL,NULL,NULL,88,NULL,347,0,NULL,NULL,"2016-06-27 16:29:02","2016-06-27 16:29:02",228,0
346,NULL,NULL,NULL,NULL,NULL,205,NULL,NULL,NULL,348,0,NULL,NULL,"2016-06-27 16:29:02","2016-06-27 16:29:02",228,0
347,NULL,NULL,NULL,NULL,NULL,NULL,NULL,89,NULL,349,0,NULL,NULL,"2016-06-29 16:50:46","2016-06-29 16:50:46",228,0
348,NULL,NULL,NULL,NULL,NULL,NULL,NULL,90,NULL,350,0,NULL,NULL,"2016-06-29 17:17:02","2016-06-29 17:17:02",228,0
349,NULL,NULL,NULL,NULL,NULL,206,NULL,NULL,NULL,351,0,NULL,NULL,"2016-06-29 17:17:02","2016-06-29 17:17:02",228,0
350,NULL,NULL,NULL,NULL,NULL,207,NULL,NULL,NULL,352,0,NULL,NULL,"2016-06-29 17:17:02","2016-06-29 17:17:02",228,0
351,NULL,NULL,NULL,NULL,NULL,208,NULL,NULL,NULL,353,0,NULL,NULL,"2016-06-29 17:17:02","2016-06-29 17:17:02",228,0
352,NULL,NULL,NULL,NULL,NULL,209,NULL,NULL,NULL,354,0,NULL,NULL,"2016-06-29 17:17:02","2016-06-29 17:17:02",228,0
353,NULL,NULL,NULL,NULL,NULL,210,NULL,NULL,NULL,355,0,NULL,NULL,"2016-06-29 17:17:22","2016-06-29 17:17:22",228,0
354,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91,NULL,356,0,NULL,NULL,"2016-06-29 17:17:22","2016-06-29 17:17:22",228,0
355,NULL,NULL,NULL,NULL,NULL,211,NULL,NULL,NULL,357,0,NULL,NULL,"2016-06-29 17:17:49","2016-06-29 17:17:49",228,0
356,NULL,NULL,NULL,NULL,NULL,212,NULL,NULL,NULL,358,0,NULL,NULL,"2016-06-29 17:40:55","2016-06-29 17:40:55",228,0
357,NULL,NULL,NULL,NULL,NULL,213,NULL,NULL,NULL,359,0,NULL,NULL,"2016-06-29 17:42:30","2016-06-29 17:42:30",228,0
358,NULL,NULL,NULL,NULL,NULL,214,NULL,NULL,NULL,360,0,NULL,NULL,"2016-06-30 20:19:35","2016-06-30 20:19:35",228,0
359,NULL,132,NULL,NULL,NULL,NULL,NULL,NULL,NULL,361,0,NULL,NULL,"2016-07-03 23:44:08","2016-07-03 23:44:08",227,0
360,NULL,129,NULL,NULL,NULL,NULL,NULL,NULL,NULL,361,1,NULL,NULL,"2016-07-03 23:44:08","2016-07-03 23:44:08",228,0
361,NULL,NULL,20466,NULL,NULL,NULL,NULL,NULL,NULL,361,2,NULL,NULL,"2016-07-03 23:44:08","2016-07-03 23:44:08",229,0
362,NULL,NULL,NULL,NULL,NULL,215,NULL,NULL,NULL,362,0,NULL,NULL,"2016-07-05 18:10:20","2016-07-05 18:10:20",228,0
363,NULL,NULL,NULL,NULL,NULL,NULL,NULL,92,NULL,363,0,NULL,NULL,"2016-07-08 15:38:46","2016-07-08 15:38:46",228,0
364,NULL,NULL,NULL,NULL,NULL,NULL,NULL,93,NULL,364,0,NULL,NULL,"2016-07-08 15:38:46","2016-07-08 15:38:46",228,0
365,NULL,NULL,NULL,NULL,NULL,NULL,NULL,94,NULL,365,0,NULL,NULL,"2016-07-08 15:38:46","2016-07-08 15:38:46",228,0
366,NULL,NULL,NULL,NULL,NULL,NULL,NULL,95,NULL,366,0,NULL,NULL,"2016-07-08 15:38:46","2016-07-08 15:38:46",228,0
367,NULL,NULL,NULL,NULL,NULL,NULL,NULL,96,NULL,367,0,NULL,NULL,"2016-07-08 15:38:46","2016-07-08 15:38:46",228,0
368,NULL,NULL,NULL,NULL,NULL,NULL,NULL,97,NULL,368,0,NULL,NULL,"2016-07-08 15:38:48","2016-07-08 15:38:48",228,0
369,NULL,NULL,NULL,NULL,NULL,NULL,NULL,98,NULL,369,0,NULL,NULL,"2016-07-08 15:38:48","2016-07-08 15:38:48",228,0
370,NULL,NULL,NULL,NULL,NULL,NULL,NULL,99,NULL,370,0,NULL,NULL,"2016-07-08 15:38:48","2016-07-08 15:38:48",228,0
371,NULL,NULL,NULL,NULL,NULL,NULL,NULL,100,NULL,371,0,NULL,NULL,"2016-07-08 15:38:48","2016-07-08 15:38:48",228,0
372,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101,NULL,372,0,NULL,NULL,"2016-07-08 15:38:48","2016-07-08 15:38:48",228,0
