id,lock_version,json_schema_version,digital_object_id,digital_object_component_id,use_statement_id,checksum_method_id,"file_uri",publish,xlink_actuate_attribute_id,xlink_show_attribute_id,file_format_name_id,"file_format_version",file_size_bytes,"checksum","checksum_method","created_by","last_modified_by","create_time","system_mtime","user_mtime",is_representative,"caption"
143,0,1,148,NULL,NULL,NULL,"ark:/13030/c8f190c7",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:27","2016-05-13 18:34:27","2016-05-13 18:34:27",NULL,NULL
144,0,1,149,NULL,NULL,NULL,"ark:/13030/c8js9r2t",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:27","2016-05-13 18:34:27","2016-05-13 18:34:27",NULL,NULL
145,0,1,150,NULL,NULL,NULL,"ark:/13030/c8pk0gsp",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:27","2016-05-13 18:34:27","2016-05-13 18:34:27",NULL,NULL
146,0,1,151,NULL,NULL,NULL,"ark:/13030/c8tb17jv",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:27","2016-05-13 18:34:27","2016-05-13 18:34:27",NULL,NULL
147,0,1,152,NULL,NULL,NULL,"ark:/13030/c8t43tr8",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:27","2016-05-13 18:34:27","2016-05-13 18:34:27",NULL,NULL
148,0,1,153,NULL,NULL,NULL,"ark:/13030/c85d8sg1",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:27","2016-05-13 18:34:27","2016-05-13 18:34:27",NULL,NULL
149,0,1,154,NULL,NULL,NULL,"ark:/13030/c8jq11pg",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:27","2016-05-13 18:34:27","2016-05-13 18:34:27",NULL,NULL
150,0,1,155,NULL,NULL,NULL,"ark:/13030/c8pg1scc",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:27","2016-05-13 18:34:27","2016-05-13 18:34:27",NULL,NULL
151,0,1,156,NULL,NULL,NULL,"ark:/13030/c8dz08zr",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:27","2016-05-13 18:34:27","2016-05-13 18:34:27",NULL,NULL
152,0,1,157,NULL,NULL,NULL,"ark:/13030/c8959j6r",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:27","2016-05-13 18:34:27","2016-05-13 18:34:27",NULL,NULL
153,0,1,158,NULL,NULL,NULL,"ark:/13030/c8xw4kf7",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:27","2016-05-13 18:34:27","2016-05-13 18:34:27",NULL,NULL
154,0,1,159,NULL,NULL,NULL,"ark:/13030/c8x067p1",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:27","2016-05-13 18:34:27","2016-05-13 18:34:27",NULL,NULL
155,0,1,160,NULL,NULL,NULL,"ark:/13030/c81n81s4",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-05-13 18:34:27","2016-05-13 18:34:27","2016-05-13 18:34:27",NULL,NULL
158,0,1,163,NULL,372,NULL,"https://commons.wikimedia.org/wiki/File:Fliegenpilz_fly_agaric_Amanita_muscaria.JPG#/media/File:Fliegenpilz_fly_agaric_Amanita_muscaria.JPG",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-05 12:55:32","2016-07-05 12:56:35","2016-07-05 12:55:32",NULL,NULL
160,0,1,164,NULL,372,NULL,"https://commons.wikimedia.org/wiki/File:Mycena_interrupta.jpg#/media/File:Mycena_interrupta.jpg",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-05 12:59:05","2016-07-05 12:59:05","2016-07-05 12:59:05",1,NULL
165,0,1,165,NULL,374,NULL,"http://ids.si.edu/ids/deliveryService?id=OFEO-SG-PA684011&max_w=130",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-05 13:31:54","2016-07-05 13:31:54","2016-07-05 13:31:54",1,NULL
166,0,1,165,NULL,372,NULL,"http://ids.si.edu/ids/deliveryService?id=OFEO-SG-PA684011",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-05 13:31:54","2016-07-05 13:31:54","2016-07-05 13:31:54",NULL,NULL
167,0,1,64,NULL,NULL,NULL,"ark:/13030/c8nk3fn9",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-05 15:49:58","2016-07-05 15:49:58","2016-07-05 15:49:58",NULL,NULL
168,0,1,168,NULL,NULL,NULL,"ark:/13030/c86d5tmd",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:51","2016-07-13 20:57:51","2016-07-13 20:57:51",NULL,NULL
169,0,1,169,NULL,NULL,NULL,"ark:/13030/c82n52w2",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:51","2016-07-13 20:57:51","2016-07-13 20:57:51",NULL,NULL
170,0,1,170,NULL,NULL,NULL,"e90b34bb-c603-49d8-8c58-67e4c85ed428",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:51","2016-07-13 20:57:51","2016-07-13 20:57:51",NULL,NULL
171,0,1,171,NULL,NULL,NULL,"http://oac.cdlib.org/ark:/13030/c8fx7b30/?brand=oac4",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:51","2016-07-13 20:57:51","2016-07-13 20:57:51",NULL,NULL
172,0,1,172,NULL,NULL,NULL,"ark:/13030/c8kp82sv",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:51","2016-07-13 20:57:51","2016-07-13 20:57:51",NULL,NULL
173,0,1,173,NULL,NULL,NULL,"ark:/13030/c8qc045q",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:51","2016-07-13 20:57:51","2016-07-13 20:57:51",NULL,NULL
174,0,1,174,NULL,NULL,NULL,"ark:/13030/c8v40vv6",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:51","2016-07-13 20:57:51","2016-07-13 20:57:51",NULL,NULL
175,0,1,175,NULL,NULL,NULL,"ark:/13030/c8zw1mj5",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:51","2016-07-13 20:57:51","2016-07-13 20:57:51",NULL,NULL
176,0,1,176,NULL,NULL,NULL,"ark:/13030/c83n241v",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:51","2016-07-13 20:57:51","2016-07-13 20:57:51",NULL,NULL
177,0,1,177,NULL,NULL,NULL,"ark:/13030/c87d2vs7",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:51","2016-07-13 20:57:51","2016-07-13 20:57:51",NULL,NULL
178,0,1,178,NULL,NULL,NULL,"ark:/13030/c8c53mhz",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:51","2016-07-13 20:57:51","2016-07-13 20:57:51",NULL,NULL
179,0,1,179,NULL,NULL,NULL,"ark:/13030/c8gx4c6x",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:52","2016-07-13 20:57:52","2016-07-13 20:57:52",NULL,NULL
180,0,1,180,NULL,NULL,NULL,"ark:/13030/c8mk6djc",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:52","2016-07-13 20:57:52","2016-07-13 20:57:52",NULL,NULL
181,0,1,181,NULL,NULL,NULL,"ark:/13030/c8rb757n",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:52","2016-07-13 20:57:52","2016-07-13 20:57:52",NULL,NULL
182,0,1,182,NULL,NULL,NULL,"ark:/13030/c8w37wzk",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:52","2016-07-13 20:57:52","2016-07-13 20:57:52",NULL,NULL
183,0,1,183,NULL,NULL,NULL,"ark:/13030/c80v8dfz",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:52","2016-07-13 20:57:52","2016-07-13 20:57:52",NULL,NULL
184,0,1,184,NULL,NULL,NULL,"ark:/13030/c84m9564",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:52","2016-07-13 20:57:52","2016-07-13 20:57:52",NULL,NULL
185,0,1,185,NULL,NULL,NULL,"ark:/13030/c88c9wx2",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:52","2016-07-13 20:57:52","2016-07-13 20:57:52",NULL,NULL
186,0,1,186,NULL,NULL,NULL,"ark:/13030/c8d50nmw",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:52","2016-07-13 20:57:52","2016-07-13 20:57:52",NULL,NULL
187,0,1,187,NULL,NULL,NULL,"ark:/13030/c8ht2pz1",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:52","2016-07-13 20:57:52","2016-07-13 20:57:52",NULL,NULL
188,0,1,188,NULL,NULL,NULL,"ark:/13030/c8nk3fn9",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:52","2016-07-13 20:57:52","2016-07-13 20:57:52",NULL,NULL
189,0,1,189,NULL,NULL,NULL,"ark:/13030/c8sb46c1",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:52","2016-07-13 20:57:52","2016-07-13 20:57:52",NULL,NULL
190,0,1,190,NULL,NULL,NULL,"ark:/13030/c8x34z3c",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:52","2016-07-13 20:57:52","2016-07-13 20:57:52",NULL,NULL
191,0,1,191,NULL,NULL,NULL,"ark:/13030/c81v5fms",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:52","2016-07-13 20:57:52","2016-07-13 20:57:52",NULL,NULL
192,0,1,192,NULL,NULL,NULL,"ark:/13030/c85m66cz",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:52","2016-07-13 20:57:52","2016-07-13 20:57:52",NULL,NULL
193,0,1,193,NULL,NULL,NULL,"http://oac.cdlib.org/ark:/13030/c8fx7b30/?brand=oac4",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:52","2016-07-13 20:57:52","2016-07-13 20:57:52",NULL,NULL
194,0,1,194,NULL,NULL,NULL,"ark:/13030/c8f190c7",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:52","2016-07-13 20:57:52","2016-07-13 20:57:52",NULL,NULL
195,0,1,195,NULL,NULL,NULL,"ark:/13030/c8js9r2t",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:52","2016-07-13 20:57:52","2016-07-13 20:57:52",NULL,NULL
196,0,1,196,NULL,NULL,NULL,"ark:/13030/c8pk0gsp",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:52","2016-07-13 20:57:52","2016-07-13 20:57:52",NULL,NULL
197,0,1,197,NULL,NULL,NULL,"ark:/13030/c8tb17jv",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:52","2016-07-13 20:57:52","2016-07-13 20:57:52",NULL,NULL
198,0,1,198,NULL,NULL,NULL,"ark:/13030/c8t43tr8",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:52","2016-07-13 20:57:52","2016-07-13 20:57:52",NULL,NULL
199,0,1,199,NULL,NULL,NULL,"ark:/13030/c85d8sg1",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:52","2016-07-13 20:57:52","2016-07-13 20:57:52",NULL,NULL
200,0,1,200,NULL,NULL,NULL,"ark:/13030/c8jq11pg",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:52","2016-07-13 20:57:52","2016-07-13 20:57:52",NULL,NULL
201,0,1,201,NULL,NULL,NULL,"ark:/13030/c8pg1scc",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:52","2016-07-13 20:57:52","2016-07-13 20:57:52",NULL,NULL
202,0,1,202,NULL,NULL,NULL,"ark:/13030/c8dz08zr",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:52","2016-07-13 20:57:52","2016-07-13 20:57:52",NULL,NULL
203,0,1,203,NULL,NULL,NULL,"ark:/13030/c8959j6r",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:52","2016-07-13 20:57:52","2016-07-13 20:57:52",NULL,NULL
204,0,1,204,NULL,NULL,NULL,"ark:/13030/c8xw4kf7",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:52","2016-07-13 20:57:52","2016-07-13 20:57:52",NULL,NULL
205,0,1,205,NULL,NULL,NULL,"ark:/13030/c8x067p1",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:52","2016-07-13 20:57:52","2016-07-13 20:57:52",NULL,NULL
206,0,1,206,NULL,NULL,NULL,"ark:/13030/c81n81s4",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-07-13 20:57:52","2016-07-13 20:57:52","2016-07-13 20:57:52",NULL,NULL
207,0,1,NULL,14,372,NULL,"getty.edu",0,928,929,937,NULL,10,NULL,NULL,"admin","admin","2016-08-01 23:53:19","2016-08-01 23:53:19","2016-08-01 23:53:19",NULL,NULL
208,0,1,NULL,15,372,NULL,"getty.org",0,NULL,929,937,NULL,20,NULL,NULL,"admin","admin","2016-08-01 23:53:19","2016-08-01 23:53:19","2016-08-01 23:53:19",NULL,NULL
218,0,1,224,NULL,5352,388,"http://aspace.me",0,928,931,937,"1",100,"xxxxxxx",NULL,"admin","admin","2016-08-24 18:18:55","2016-08-24 18:18:55","2016-08-24 18:18:55",NULL,NULL
219,0,1,226,NULL,NULL,NULL,"http://a",0,NULL,NULL,6109,NULL,NULL,NULL,NULL,"admin","admin","2016-08-31 08:53:17","2016-08-31 08:53:17","2016-08-31 08:53:17",NULL,NULL
220,0,1,226,NULL,NULL,NULL,"http://b",0,NULL,NULL,6109,NULL,NULL,NULL,NULL,"admin","admin","2016-08-31 08:53:17","2016-08-31 08:53:17","2016-08-31 08:53:17",NULL,NULL
221,0,1,226,NULL,NULL,NULL,"http://c",0,NULL,NULL,6109,NULL,NULL,NULL,NULL,"admin","admin","2016-08-31 08:53:17","2016-08-31 08:53:17","2016-08-31 08:53:17",NULL,NULL
222,0,1,227,NULL,NULL,NULL,"http://a",0,NULL,NULL,6109,NULL,NULL,NULL,NULL,"admin","admin","2016-08-31 08:53:17","2016-08-31 08:53:17","2016-08-31 08:53:17",NULL,NULL
223,0,1,227,NULL,NULL,NULL,"http://b",0,NULL,NULL,6109,NULL,NULL,NULL,NULL,"admin","admin","2016-08-31 08:53:17","2016-08-31 08:53:17","2016-08-31 08:53:17",NULL,NULL
224,0,1,227,NULL,NULL,NULL,"http://c",0,NULL,NULL,6109,NULL,NULL,NULL,NULL,"admin","admin","2016-08-31 08:53:17","2016-08-31 08:53:17","2016-08-31 08:53:17",NULL,NULL
225,0,1,228,NULL,NULL,NULL,"http://a",0,NULL,NULL,6109,NULL,NULL,NULL,NULL,"admin","admin","2016-08-31 08:53:17","2016-08-31 08:53:17","2016-08-31 08:53:17",NULL,NULL
226,0,1,228,NULL,NULL,NULL,"http://b",0,NULL,NULL,6109,NULL,NULL,NULL,NULL,"admin","admin","2016-08-31 08:53:17","2016-08-31 08:53:17","2016-08-31 08:53:17",NULL,NULL
227,0,1,228,NULL,NULL,NULL,"http://c",0,NULL,NULL,6109,NULL,NULL,NULL,NULL,"admin","admin","2016-08-31 08:53:17","2016-08-31 08:53:17","2016-08-31 08:53:17",NULL,NULL
228,0,1,229,NULL,NULL,NULL,"http://a",0,NULL,NULL,6109,NULL,NULL,NULL,NULL,"admin","admin","2016-08-31 08:53:17","2016-08-31 08:53:17","2016-08-31 08:53:17",NULL,NULL
229,0,1,229,NULL,NULL,NULL,"http://b",0,NULL,NULL,6109,NULL,NULL,NULL,NULL,"admin","admin","2016-08-31 08:53:17","2016-08-31 08:53:17","2016-08-31 08:53:17",NULL,NULL
230,0,1,229,NULL,NULL,NULL,"http://c",0,NULL,NULL,6109,NULL,NULL,NULL,NULL,"admin","admin","2016-08-31 08:53:17","2016-08-31 08:53:17","2016-08-31 08:53:17",NULL,NULL
231,0,1,230,NULL,NULL,NULL,"http://blah",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-08-31 08:53:17","2016-08-31 08:53:17","2016-08-31 08:53:17",NULL,NULL
232,0,1,231,NULL,NULL,NULL,"somewhere",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-08-31 08:53:17","2016-08-31 08:53:17","2016-08-31 08:53:17",NULL,NULL
233,0,1,232,NULL,NULL,NULL,"somewhere",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-08-31 08:53:17","2016-08-31 08:53:17","2016-08-31 08:53:17",NULL,NULL
234,0,1,234,NULL,NULL,NULL,"http://a",0,NULL,NULL,6109,NULL,NULL,NULL,NULL,"admin","admin","2016-08-31 08:57:43","2016-08-31 08:57:43","2016-08-31 08:57:43",NULL,NULL
235,0,1,234,NULL,NULL,NULL,"http://b",0,NULL,NULL,6109,NULL,NULL,NULL,NULL,"admin","admin","2016-08-31 08:57:43","2016-08-31 08:57:43","2016-08-31 08:57:43",NULL,NULL
236,0,1,234,NULL,NULL,NULL,"http://c",0,NULL,NULL,6109,NULL,NULL,NULL,NULL,"admin","admin","2016-08-31 08:57:43","2016-08-31 08:57:43","2016-08-31 08:57:43",NULL,NULL
237,0,1,235,NULL,NULL,NULL,"http://a",0,NULL,NULL,6109,NULL,NULL,NULL,NULL,"admin","admin","2016-08-31 08:57:43","2016-08-31 08:57:43","2016-08-31 08:57:43",NULL,NULL
238,0,1,235,NULL,NULL,NULL,"http://b",0,NULL,NULL,6109,NULL,NULL,NULL,NULL,"admin","admin","2016-08-31 08:57:43","2016-08-31 08:57:43","2016-08-31 08:57:43",NULL,NULL
239,0,1,235,NULL,NULL,NULL,"http://c",0,NULL,NULL,6109,NULL,NULL,NULL,NULL,"admin","admin","2016-08-31 08:57:43","2016-08-31 08:57:43","2016-08-31 08:57:43",NULL,NULL
240,0,1,236,NULL,NULL,NULL,"http://a",0,NULL,NULL,6109,NULL,NULL,NULL,NULL,"admin","admin","2016-08-31 08:57:43","2016-08-31 08:57:43","2016-08-31 08:57:43",NULL,NULL
241,0,1,236,NULL,NULL,NULL,"http://b",0,NULL,NULL,6109,NULL,NULL,NULL,NULL,"admin","admin","2016-08-31 08:57:43","2016-08-31 08:57:43","2016-08-31 08:57:43",NULL,NULL
242,0,1,236,NULL,NULL,NULL,"http://c",0,NULL,NULL,6109,NULL,NULL,NULL,NULL,"admin","admin","2016-08-31 08:57:43","2016-08-31 08:57:43","2016-08-31 08:57:43",NULL,NULL
243,0,1,237,NULL,NULL,NULL,"http://a",0,NULL,NULL,6109,NULL,NULL,NULL,NULL,"admin","admin","2016-08-31 08:57:43","2016-08-31 08:57:43","2016-08-31 08:57:43",NULL,NULL
244,0,1,237,NULL,NULL,NULL,"http://b",0,NULL,NULL,6109,NULL,NULL,NULL,NULL,"admin","admin","2016-08-31 08:57:43","2016-08-31 08:57:43","2016-08-31 08:57:43",NULL,NULL
245,0,1,237,NULL,NULL,NULL,"http://c",0,NULL,NULL,6109,NULL,NULL,NULL,NULL,"admin","admin","2016-08-31 08:57:43","2016-08-31 08:57:43","2016-08-31 08:57:43",NULL,NULL
246,0,1,238,NULL,NULL,NULL,"http://blah",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-08-31 08:57:43","2016-08-31 08:57:43","2016-08-31 08:57:43",NULL,NULL
247,0,1,239,NULL,NULL,NULL,"somewhere",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-08-31 08:57:43","2016-08-31 08:57:43","2016-08-31 08:57:43",NULL,NULL
248,0,1,240,NULL,NULL,NULL,"somewhere",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-08-31 08:57:43","2016-08-31 08:57:43","2016-08-31 08:57:43",NULL,NULL
249,0,1,54,NULL,NULL,NULL,"ark:/13030/c8c53mhz",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-09-14 19:09:30","2016-09-14 19:09:30","2016-09-14 19:09:30",NULL,NULL
250,0,1,54,NULL,376,NULL,"URI",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-09-14 19:09:30","2016-09-14 19:09:30","2016-09-14 19:09:30",NULL,NULL
251,0,1,59,NULL,NULL,NULL,"ark:/13030/c80v8dfz",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-09-14 19:11:36","2016-09-14 19:11:36","2016-09-14 19:11:36",NULL,NULL
252,0,1,59,NULL,NULL,NULL,"URI",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-09-14 19:11:36","2016-09-14 19:11:36","2016-09-14 19:11:36",NULL,NULL
253,0,1,42,NULL,NULL,NULL,"http://content.cdlib.org/ark:/13030/abc123drm5/",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-10-03 15:09:00","2016-10-03 15:09:00","2016-10-03 15:09:00",NULL,NULL
254,0,1,249,NULL,NULL,NULL,"http://a-url.edu",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-11-11 21:20:59","2016-11-11 21:20:59","2016-11-11 21:20:59",NULL,NULL
255,0,1,250,NULL,NULL,NULL,"http://aurl.com",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"admin","admin","2016-11-11 21:24:05","2016-11-11 21:24:05","2016-11-11 21:24:05",NULL,NULL
256,0,1,255,NULL,NULL,NULL,"https://idea.library.drexel.edu/islandora/object/idea%3A6084#toc",0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"admin","admin","2017-01-10 20:31:42","2017-01-10 20:31:42","2017-01-10 20:31:42",1,NULL
260,0,1,68,NULL,NULL,NULL,"ark:/13030/c85m66cz",1,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2017-01-17 00:26:05","2017-01-17 00:26:05","2017-01-17 00:26:05",1,NULL
261,0,1,258,NULL,NULL,NULL,"https://drive.google.com/file/d/0Bwi1x7u72DspdmlBak5TN2RoZzQ/view?usp=sharing",1,928,929,6594,NULL,NULL,NULL,NULL,"admin","admin","2017-01-23 19:44:59","2017-01-23 19:44:59","2017-01-23 19:44:59",NULL,NULL
262,0,1,259,NULL,NULL,NULL,"https://drive.google.com/file/d/0Bwi1x7u72DspdmlBak5TN2RoZzQ/view?usp=sharing",1,928,929,6594,NULL,NULL,NULL,NULL,"admin","admin","2017-01-23 19:54:04","2017-01-23 19:54:04","2017-01-23 19:54:04",NULL,NULL
263,0,1,260,NULL,NULL,NULL,"https://drive.google.com/file/d/0Bwi1x7u72DspdmlBak5TN2RoZzQ/view?usp=sharing",1,928,929,6594,NULL,NULL,NULL,NULL,"admin","admin","2017-01-23 19:54:04","2017-01-23 19:54:04","2017-01-23 19:54:04",NULL,NULL
264,0,1,261,NULL,NULL,NULL,"https://drive.google.com/file/d/0Bwi1x7u72DspdmlBak5TN2RoZzQ/view?usp=sharing",1,928,929,6594,NULL,NULL,NULL,NULL,"admin","admin","2017-01-23 19:54:04","2017-01-23 19:54:04","2017-01-23 19:54:04",NULL,NULL
265,0,1,262,NULL,NULL,NULL,"https://drive.google.com/file/d/0Bwi1x7u72DspdmlBak5TN2RoZzQ/view?usp=sharing",1,928,929,6594,NULL,NULL,NULL,NULL,"admin","admin","2017-01-23 19:54:04","2017-01-23 19:54:04","2017-01-23 19:54:04",NULL,NULL
266,0,1,263,NULL,NULL,NULL,"https://drive.google.com/file/d/0Bwi1x7u72DspdmlBak5TN2RoZzQ/view?usp=sharing",1,928,929,6594,NULL,NULL,NULL,NULL,"admin","admin","2017-01-23 19:54:04","2017-01-23 19:54:04","2017-01-23 19:54:04",NULL,NULL
267,0,1,264,NULL,NULL,NULL,"https://drive.google.com/file/d/0Bwi1x7u72DspdmlBak5TN2RoZzQ/view?usp=sharing",1,928,929,6594,NULL,NULL,NULL,NULL,"admin","admin","2017-01-23 19:54:04","2017-01-23 19:54:04","2017-01-23 19:54:04",NULL,NULL
268,0,1,265,NULL,NULL,NULL,"https://drive.google.com/file/d/0Bwi1x7u72DspdmlBak5TN2RoZzQ/view?usp=sharing",1,928,929,6594,NULL,NULL,NULL,NULL,"admin","admin","2017-01-23 19:54:04","2017-01-23 19:54:04","2017-01-23 19:54:04",NULL,NULL
269,0,1,266,NULL,NULL,NULL,"https://drive.google.com/file/d/0Bwi1x7u72DspdmlBak5TN2RoZzQ/view?usp=sharing",1,928,929,6594,NULL,NULL,NULL,NULL,"admin","admin","2017-01-23 19:54:04","2017-01-23 19:54:04","2017-01-23 19:54:04",NULL,NULL
270,0,1,267,NULL,NULL,NULL,"https://drive.google.com/file/d/0Bwi1x7u72DspdmlBak5TN2RoZzQ/view?usp=sharing",1,928,929,6594,NULL,NULL,NULL,NULL,"admin","admin","2017-01-23 19:54:04","2017-01-23 19:54:04","2017-01-23 19:54:04",NULL,NULL
272,0,1,269,NULL,372,NULL,"https://upload.wikimedia.org/wikipedia/commons/0/05/Watson_Library.JPG",1,NULL,NULL,937,NULL,NULL,NULL,NULL,"admin","admin","2017-01-23 22:22:43","2017-01-23 22:22:43","2017-01-23 22:22:43",NULL,NULL
276,0,1,22,NULL,2237,NULL,"https://pbs.twimg.com/profile_images/432529527/foliager.jpg",1,928,931,NULL,NULL,NULL,NULL,NULL,"admin","admin","2017-02-08 14:42:37","2017-02-08 14:42:37","2017-02-08 14:42:37",NULL,NULL
277,0,1,58,NULL,NULL,NULL,"ark:/13030/c8w37wzk",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2017-02-09 02:37:54","2017-02-09 02:37:54","2017-02-09 02:37:54",NULL,NULL
278,0,1,256,NULL,NULL,NULL,"http://www.daleearnhardtinc.com/dale/timeline.php?t=4",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"admin","admin","2017-02-15 17:44:59","2017-02-15 17:44:59","2017-02-15 17:44:59",1,NULL
279,0,1,66,NULL,NULL,NULL,"ark:/13030/c8x34z3c",0,928,929,NULL,NULL,NULL,NULL,NULL,"admin","admin","2017-03-07 20:29:43","2017-03-07 20:29:43","2017-03-07 20:29:43",NULL,NULL
280,0,1,270,NULL,NULL,NULL,"http://spartanhistory.kora.matrix.msu.edu/files/1/4/1-4-B37-49-A002092.jpg",1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"admin","admin","2017-03-21 18:48:49","2017-03-21 18:49:02","2017-03-21 18:48:49",NULL,NULL
284,0,1,277,NULL,365,NULL,"http://spartanhistory.kora.matrix.msu.edu/files/1/4/1-4-161B-54-A006324.pdf",1,927,931,939,NULL,NULL,NULL,NULL,"admin","admin","2017-03-21 19:19:06","2017-03-21 19:19:06","2017-03-21 19:19:06",NULL,NULL
