id,lock_version,json_schema_version,agent_person_id,"primary_name",name_order_id,"title","prefix","rest_of_name","suffix","fuller_form","number","dates","qualifier",source_id,rules_id,"sort_name",sort_name_auto_generate,"created_by","last_modified_by","create_time","system_mtime","user_mtime",authorized,is_display_name
106,0,1,73,"Whitman",947,NULL,NULL,"Walter,",NULL,NULL,NULL,"1819-1892",NULL,1802,NULL,"Walter, Whitman, 1819-1892",1,"admin","admin","2016-02-10 13:43:35","2016-02-10 13:43:35","2016-02-10 13:43:35",NULL,NULL
107,0,1,73,"Huiteman,",947,NULL,NULL,NULL,NULL,NULL,NULL,"1819-1892",NULL,1802,NULL,"Huiteman,, 1819-1892",1,"admin","admin","2016-02-10 13:43:35","2016-02-10 13:43:35","2016-02-10 13:43:35",NULL,NULL
108,0,1,73,"Veeitman,",947,NULL,NULL,NULL,NULL,NULL,NULL,"1819-1892",NULL,1802,NULL,"Veeitman,, 1819-1892",1,"admin","admin","2016-02-10 13:43:35","2016-02-10 13:43:35","2016-02-10 13:43:35",NULL,NULL
109,0,1,73,"Đıơæư",947,NULL,NULL,"Đ,",NULL,NULL,NULL,"1819-1892",NULL,1802,NULL,"Đ, Đıơæư, 1819-1892",1,"admin","admin","2016-02-10 13:43:35","2016-02-10 13:43:35","2016-02-10 13:43:35",NULL,NULL
110,0,1,73,", ",947,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1802,NULL,", ",1,"admin","admin","2016-02-10 13:43:35","2016-02-10 13:43:35","2016-02-10 13:43:35",NULL,NULL
111,0,1,73,", ,",947,NULL,NULL,NULL,NULL,NULL,NULL,"18191892",NULL,1802,NULL,", ,, 18191892",1,"admin","admin","2016-02-10 13:43:35","2016-02-10 13:43:35","2016-02-10 13:43:35",NULL,NULL
112,0,1,73,"ʻ",947,NULL,NULL,"ʻ",NULL,NULL,NULL,NULL,NULL,1802,NULL,"ʻ ʻ",1,"admin","admin","2016-02-10 13:43:35","2016-02-10 13:43:35","2016-02-10 13:43:35",NULL,NULL
113,0,1,73,"ʻ",947,NULL,NULL,"ʻ,",NULL,NULL,NULL,"18191892",NULL,1802,NULL,"ʻ, ʻ, 18191892",1,"admin","admin","2016-02-10 13:43:35","2016-02-10 13:43:35","2016-02-10 13:43:35",NULL,NULL
114,0,1,73,"® ʹ®",947,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1802,NULL,"® ʹ®",1,"admin","admin","2016-02-10 13:43:35","2016-02-10 13:43:35","2016-02-10 13:43:35",NULL,NULL
115,0,1,73,"Vitmen",947,NULL,NULL,"Volt,",NULL,NULL,NULL,"1819-1892",NULL,1802,NULL,"Volt, Vitmen, 1819-1892",1,"admin","admin","2016-02-10 13:43:35","2016-02-10 13:43:35","2016-02-10 13:43:35",NULL,NULL
116,0,1,73,"Uitman",947,NULL,NULL,"Uollt,",NULL,NULL,NULL,"1819-1892",NULL,1802,NULL,"Uollt, Uitman, 1819-1892",1,"admin","admin","2016-02-10 13:43:35","2016-02-10 13:43:35","2016-02-10 13:43:35",NULL,NULL
117,0,1,74,"Flynn",946,NULL,NULL,"Elizabeth Gurley",NULL,NULL,NULL,NULL,NULL,2192,NULL,"Flynn, Elizabeth Gurley",1,"admin","admin","2016-02-10 13:45:10","2016-02-10 13:45:10","2016-02-10 13:45:10",1,1
118,0,1,75,"Flynn",946,NULL,NULL,"Elizabeth Gurley",NULL,NULL,NULL,NULL,NULL,1802,NULL,"Flynn, Elizabeth Gurley",1,"admin","admin","2016-02-10 13:45:10","2016-02-10 13:45:10","2016-02-10 13:45:10",1,1
119,0,1,76,"PNames-Primary-AT, PNames-RestOfName-AT, PNames-Prefix-AT, PName-Number-AT, PNames-Suffix-AT, PNames-Title-AT, (PNames-FullerForm-AT), PNames-Dates-AT, PNames-Qualifier-AT",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,240,"PNames-Primary-AT, PNames-RestOfName-AT, PNames-Prefix-AT, PName-Number-AT, PNames-Suffix-AT, PNames-Title-AT, (PNames-FullerForm-AT), PNames-Dates-AT, PNames-Qualifier-AT",1,"admin","admin","2016-02-11 16:07:46","2016-02-11 16:07:46","2016-02-11 16:07:46",1,1
120,0,1,77,"PNames-Primary-AT, PNames-RestOfName-AT, PNames-Prefix-AT, PName-Number-AT, PNames-Suffix-AT, PNames-Title-AT, (PNames-FullerForm-AT), PNames-Dates-AT, PNames-Qualifier-AT -- Archives",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,240,"PNames-Primary-AT, PNames-RestOfName-AT, PNames-Prefix-AT, PName-Number-AT, PNames-Suffix-AT, PNames-Title-AT, (PNames-FullerForm-AT), PNames-Dates-AT, PNames-Qualifier-AT -- Archives",1,"admin","admin","2016-02-11 16:07:47","2016-02-11 16:07:47","2016-02-11 16:07:47",1,1
121,0,1,78,"PNames-Primary-AT, PNames-RestOfName-AT, PNames-Prefix-AT, PName-Number-AT, PNames-Suffix-AT, PNames-Title-AT, (PNames-FullerForm-AT), PNames-Dates-AT, PNames-Qualifier-AT -- Pictorial works",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,240,"PNames-Primary-AT, PNames-RestOfName-AT, PNames-Prefix-AT, PName-Number-AT, PNames-Suffix-AT, PNames-Title-AT, (PNames-FullerForm-AT), PNames-Dates-AT, PNames-Qualifier-AT -- Pictorial works",1,"admin","admin","2016-02-11 16:07:47","2016-02-11 16:07:47","2016-02-11 16:07:47",1,1
122,0,1,79,"PNames-Primary-AT, PNames-RestOfName-AT, PNames-Prefix-AT, PName-Number-AT, PNames-Suffix-AT, PNames-Title-AT, (PNames-FullerForm-AT), PNames-Dates-AT, PNames-Qualifier-AT -- History-Sources",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,240,"PNames-Primary-AT, PNames-RestOfName-AT, PNames-Prefix-AT, PName-Number-AT, PNames-Suffix-AT, PNames-Title-AT, (PNames-FullerForm-AT), PNames-Dates-AT, PNames-Qualifier-AT -- History-Sources",1,"admin","admin","2016-02-11 16:07:48","2016-02-11 16:07:48","2016-02-11 16:07:48",1,1
123,0,1,80,"Francis, Charles C.",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,NULL,"Francis, Charles C.",1,"admin","admin","2016-02-23 19:27:16","2016-02-23 19:27:16","2016-02-23 19:27:16",1,1
124,0,1,81,"Rockefeller, David",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1840,NULL,"Rockefeller, David",1,"admin","admin","2016-02-23 19:27:17","2016-02-23 19:27:17","2016-02-23 19:27:17",1,1
125,0,1,82,"Carl",947,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,240,"Carl",1,"admin","admin","2016-02-24 02:46:05","2016-02-24 02:46:05","2016-02-24 02:46:05",1,1
126,0,1,83,"Obama",946,NULL,NULL,"Bo",NULL,NULL,NULL,NULL,NULL,237,NULL,"Obama, Bo",1,"admin","admin","2016-02-25 15:00:45","2016-02-25 15:00:45","2016-02-25 15:00:45",1,1
127,0,1,83,"Bo Obama",947,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1802,NULL,"Bo Obama",1,"admin","admin","2016-02-25 15:00:45","2016-02-25 15:00:45","2016-02-25 15:00:45",NULL,NULL
128,0,1,84,"Obama",946,NULL,NULL,"Barack",NULL,NULL,NULL,NULL,NULL,237,NULL,"Obama, Barack",1,"admin","admin","2016-02-25 15:00:45","2016-02-25 15:00:45","2016-02-25 15:00:45",1,1
129,0,1,84,"Obama",947,NULL,NULL,"Barak",NULL,NULL,NULL,NULL,NULL,1802,NULL,"Barak Obama",1,"admin","admin","2016-02-25 15:00:45","2016-02-25 15:00:45","2016-02-25 15:00:45",NULL,NULL
130,0,1,84,"Обама",947,NULL,NULL,"Барак",NULL,NULL,NULL,NULL,NULL,1802,NULL,"Барак Обама",1,"admin","admin","2016-02-25 15:00:45","2016-02-25 15:00:45","2016-02-25 15:00:45",NULL,NULL
131,0,1,84,"Obama",947,NULL,NULL,"Barry",NULL,NULL,NULL,NULL,NULL,1802,NULL,"Barry Obama",1,"admin","admin","2016-02-25 15:00:45","2016-02-25 15:00:45","2016-02-25 15:00:45",NULL,NULL
132,0,1,84,"Obama",947,"II",NULL,"Barack Hussein,",NULL,NULL,NULL,NULL,NULL,1802,NULL,"Barack Hussein, Obama, II",1,"admin","admin","2016-02-25 15:00:45","2016-02-25 15:00:45","2016-02-25 15:00:45",NULL,NULL
133,0,1,84,"Soetoro",947,NULL,NULL,"Barry",NULL,NULL,NULL,NULL,NULL,1802,NULL,"Barry Soetoro",1,"admin","admin","2016-02-25 15:00:45","2016-02-25 15:00:45","2016-02-25 15:00:45",NULL,NULL
134,0,1,84,"Obamah",947,NULL,NULL,"Baraḳ",NULL,NULL,NULL,NULL,NULL,1802,NULL,"Baraḳ Obamah",1,"admin","admin","2016-02-25 15:00:45","2016-02-25 15:00:45","2016-02-25 15:00:45",NULL,NULL
135,0,1,84,"Opāmā",947,NULL,NULL,"Parāk",NULL,NULL,NULL,NULL,NULL,1802,NULL,"Parāk Opāmā",1,"admin","admin","2016-02-25 15:00:45","2016-02-25 15:00:45","2016-02-25 15:00:45",NULL,NULL
136,0,1,84,"Ompama",947,NULL,NULL,"Barak",NULL,NULL,NULL,NULL,NULL,1802,NULL,"Barak Ompama",1,"admin","admin","2016-02-25 15:00:45","2016-02-25 15:00:45","2016-02-25 15:00:45",NULL,NULL
137,0,1,84,"Ομπτ̔̈«”αϐ·μα",947,NULL,NULL,"Μπαρτ̔̈«”αϐ·κ",NULL,NULL,NULL,NULL,NULL,1802,NULL,"Μπαρτ̔̈«”αϐ·κ Ομπτ̔̈«”αϐ·μα",1,"admin","admin","2016-02-25 15:00:45","2016-02-25 15:00:45","2016-02-25 15:00:45",NULL,NULL
138,0,1,85,"Rogers, Andrew",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2437,NULL,"Rogers, Andrew",1,"admin","admin","2016-02-29 19:59:13","2016-02-29 19:59:13","2016-02-29 19:59:13",1,1
139,0,1,86,"Ross-Smith, Bayete",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2437,NULL,"Ross-Smith, Bayete",1,"admin","admin","2016-02-29 19:59:13","2016-02-29 19:59:13","2016-02-29 19:59:13",1,1
140,0,1,87,"Myers, Brett",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2437,NULL,"Myers, Brett",1,"admin","admin","2016-02-29 19:59:13","2016-02-29 19:59:13","2016-02-29 19:59:13",1,1
141,0,1,88,"Nakadate, Laurel",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2437,NULL,"Nakadate, Laurel",1,"admin","admin","2016-02-29 19:59:13","2016-02-29 19:59:13","2016-02-29 19:59:13",1,1
142,0,1,89,"McKee, Brian",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2437,NULL,"McKee, Brian",1,"admin","admin","2016-02-29 19:59:13","2016-02-29 19:59:13","2016-02-29 19:59:13",1,1
143,0,1,90,"Ramos, Daniel",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2437,NULL,"Ramos, Daniel",1,"admin","admin","2016-02-29 19:59:13","2016-02-29 19:59:13","2016-02-29 19:59:13",1,1
144,0,1,91,"Levy, Carrie",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2437,NULL,"Levy, Carrie",1,"admin","admin","2016-02-29 19:59:13","2016-02-29 19:59:13","2016-02-29 19:59:13",1,1
145,0,1,92,"Olujimi, Kambui",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2437,NULL,"Olujimi, Kambui",1,"admin","admin","2016-02-29 19:59:14","2016-02-29 19:59:14","2016-02-29 19:59:14",1,1
146,0,1,93,"Moon, Jen",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2437,NULL,"Moon, Jen",1,"admin","admin","2016-02-29 19:59:14","2016-02-29 19:59:14","2016-02-29 19:59:14",1,1
147,0,1,94,"Gallery, Wyatt",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2437,NULL,"Gallery, Wyatt",1,"admin","admin","2016-02-29 19:59:14","2016-02-29 19:59:14","2016-02-29 19:59:14",1,1
148,0,1,95,"Posehn, Kristin",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2437,NULL,"Posehn, Kristin",1,"admin","admin","2016-02-29 19:59:14","2016-02-29 19:59:14","2016-02-29 19:59:14",1,1
149,0,1,96,"Scaggs, Deirdre A.",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2437,NULL,"Scaggs, Deirdre A.",1,"admin","admin","2016-02-29 19:59:14","2016-02-29 19:59:14","2016-02-29 19:59:14",1,1
150,0,1,97,"Thomas, Hank Willis",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2437,NULL,"Thomas, Hank Willis",1,"admin","admin","2016-02-29 19:59:14","2016-02-29 19:59:14","2016-02-29 19:59:14",1,1
151,0,1,98,"Goodman, Jason",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2437,NULL,"Goodman, Jason",1,"admin","admin","2016-02-29 19:59:14","2016-02-29 19:59:14","2016-02-29 19:59:14",1,1
152,0,1,99,"Ptak, Laurel",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2437,NULL,"Ptak, Laurel",1,"admin","admin","2016-02-29 19:59:14","2016-02-29 19:59:14","2016-02-29 19:59:14",1,1
153,0,1,100,"Ingram, Jessica",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2437,NULL,"Ingram, Jessica",1,"admin","admin","2016-02-29 19:59:14","2016-02-29 19:59:14","2016-02-29 19:59:14",1,1
154,0,1,101,"Halpern, Greg",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2437,NULL,"Halpern, Greg",1,"admin","admin","2016-02-29 19:59:14","2016-02-29 19:59:14","2016-02-29 19:59:14",1,1
155,0,1,102,"Lively, Justin",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2437,NULL,"Lively, Justin",1,"admin","admin","2016-02-29 19:59:14","2016-02-29 19:59:14","2016-02-29 19:59:14",1,1
156,0,1,103,"Lutterodt, Isabelle",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2437,NULL,"Lutterodt, Isabelle",1,"admin","admin","2016-02-29 19:59:14","2016-02-29 19:59:14","2016-02-29 19:59:14",1,1
157,0,1,104,"Katz, Colby",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2437,NULL,"Katz, Colby",1,"admin","admin","2016-02-29 19:59:14","2016-02-29 19:59:14","2016-02-29 19:59:14",1,1
158,0,1,105,"Keasler, Misty",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2437,NULL,"Keasler, Misty",1,"admin","admin","2016-02-29 19:59:14","2016-02-29 19:59:14","2016-02-29 19:59:14",1,1
159,0,1,106,"Ed Busch",947,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,240,"Ed Busch",1,NULL,NULL,"2016-03-03 16:14:25","2016-03-03 16:14:25","2016-03-03 16:14:25",1,1
160,0,1,107,"Keesing, Roger M., 1935-",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,237,NULL,"Keesing, Roger M., 1935-",1,"admin","admin","2016-03-04 14:43:22","2016-03-04 14:43:22","2016-03-04 14:43:22",1,1
161,0,1,108,"Fifi'i, Jonathan, 1921- -- correspondent",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1802,NULL,"Fifi'i, Jonathan, 1921- -- correspondent",1,"admin","admin","2016-03-04 14:43:22","2016-03-04 14:43:22","2016-03-04 14:43:22",1,1
162,0,1,109,"Akin, David, 1955- -- correspondent",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1802,NULL,"Akin, David, 1955- -- correspondent",1,"admin","admin","2016-03-04 14:43:22","2016-03-04 14:43:22","2016-03-04 14:43:22",1,1
163,0,1,110,"Keesing, Roger M., 1935- -- Archives",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1802,NULL,"Keesing, Roger M., 1935- -- Archives",1,"admin","admin","2016-03-04 14:43:22","2016-03-04 14:43:22","2016-03-04 14:43:22",1,1
164,0,1,111,"Strathern, Andrew, -- correspondent",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1802,NULL,"Strathern, Andrew, -- correspondent",1,"admin","admin","2016-03-04 14:43:22","2016-03-04 14:43:22","2016-03-04 14:43:22",1,1
165,0,1,112,"Lang, V.R., 1924-1956.",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1802,NULL,"Lang, V.R., 1924-1956.",1,"admin","admin","2016-03-09 15:06:18","2016-03-09 15:06:18","2016-03-09 15:06:18",1,1
166,0,1,113,"Harris, Franklin Stewart, 1884-1960",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1840,NULL,"Harris, Franklin Stewart, 1884-1960",1,"admin","admin","2016-03-15 18:36:11","2016-03-15 18:36:11","2016-03-15 18:36:11",1,1
170,0,1,115,"rde templeton",947,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,240,"rde templeton",1,"admin","admin","2016-03-22 16:58:43","2016-03-22 16:58:43","2016-03-22 16:58:43",1,1
171,0,1,116,"Lewis",946,NULL,NULL,"Gayle Jones",NULL,NULL,NULL,NULL,NULL,1802,NULL,"Lewis, Gayle Jones",1,"admin","admin","2016-03-24 15:17:25","2016-03-24 15:17:25","2016-03-24 15:17:25",1,1
172,0,1,117,"Scott",946,NULL,NULL,"Kathleen M.",NULL,NULL,NULL,NULL,NULL,1802,NULL,"Scott, Kathleen M.",1,"admin","admin","2016-03-24 15:17:26","2016-03-24 15:17:26","2016-03-24 15:17:26",1,1
173,0,1,118,"Madox",946,NULL,NULL,"Bettye J.",NULL,NULL,NULL,NULL,NULL,1802,NULL,"Madox, Bettye J.",1,"admin","admin","2016-03-24 15:17:26","2016-03-24 15:17:26","2016-03-24 15:17:26",1,1
174,0,1,119,"Mosser",946,NULL,NULL,"Russell",NULL,NULL,NULL,NULL,NULL,1802,NULL,"Mosser, Russell",1,"admin","admin","2016-03-24 15:17:26","2016-03-24 15:17:26","2016-03-24 15:17:26",1,1
175,0,1,120,"Berneking",946,NULL,NULL,"Carolyn",NULL,NULL,NULL,NULL,NULL,1802,NULL,"Berneking, Carolyn",1,"admin","admin","2016-03-24 15:17:26","2016-03-24 15:17:26","2016-03-24 15:17:26",1,1
176,0,1,121,"Monhollon",946,NULL,NULL,"Rusty",NULL,NULL,NULL,NULL,NULL,1802,NULL,"Monhollon, Rusty",1,"admin","admin","2016-03-24 15:17:26","2016-03-24 15:17:26","2016-03-24 15:17:26",1,1
177,0,1,122,"Shontz",946,NULL,NULL,"Franklin",NULL,NULL,NULL,NULL,NULL,1802,NULL,"Shontz, Franklin",1,"admin","admin","2016-03-24 15:17:27","2016-03-24 15:17:27","2016-03-24 15:17:27",1,1
178,0,1,123,"Shontz",946,NULL,NULL,"Nancy",NULL,NULL,NULL,NULL,NULL,1802,NULL,"Shontz, Nancy",1,"admin","admin","2016-03-24 15:17:27","2016-03-24 15:17:27","2016-03-24 15:17:27",1,1
181,0,1,126,"Keesing, Roger M., 1935-",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1802,NULL,"Keesing, Roger M., 1935-",1,"admin","admin","2016-04-01 15:48:04","2016-04-01 15:48:04","2016-04-01 15:48:04",1,1
183,0,1,128,"Ferdon, Mary E.",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,242,"Ferdon, Mary E.",1,"buschedw","buschedw","2016-04-11 14:52:29","2016-04-11 14:52:29","2016-04-11 14:52:29",1,1
184,0,1,129,"Hall, F. Lyman",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,242,"Hall, F. Lyman",1,"buschedw","buschedw","2016-04-11 14:52:29","2016-04-11 14:52:29","2016-04-11 14:52:29",1,1
185,0,1,130,"Hall, Luman",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,242,"Hall, Luman",1,"buschedw","buschedw","2016-04-11 14:52:29","2016-04-11 14:52:29","2016-04-11 14:52:29",1,1
191,0,1,136,"Roof, Adam L.",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,242,"Roof, Adam L.",1,"buschedw","buschedw","2016-04-11 15:19:49","2016-04-11 15:19:49","2016-04-11 15:19:49",1,1
192,0,1,137,"Carrigan, Patricia M.",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,237,241,"Carrigan, Patricia M.",1,"buschedw","buschedw","2016-04-11 15:19:50","2016-04-11 15:19:50","2016-04-11 15:19:50",1,1
194,0,1,139,"Hunt, Andrew D., 1915-",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,237,241,"Hunt, Andrew D., 1915-",1,"buschedw","buschedw","2016-04-11 15:20:42","2016-04-11 15:20:42","2016-04-11 15:20:42",1,1
195,0,1,140,"Weston, W. Donald",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,242,"Weston, W. Donald",1,"buschedw","buschedw","2016-04-11 15:20:42","2016-04-11 15:20:42","2016-04-11 15:20:42",1,1
196,0,1,141,"Davis, Glenn",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,NULL,"Davis, Glenn",1,"buschedw","buschedw","2016-04-11 15:20:42","2016-04-11 15:20:42","2016-04-11 15:20:42",1,1
197,0,1,142,"Gerrard, Roy",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,NULL,"Gerrard, Roy",1,"buschedw","buschedw","2016-04-11 15:20:42","2016-04-11 15:20:42","2016-04-11 15:20:42",1,1
198,0,1,143,"Harkema, James M.",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,NULL,"Harkema, James M.",1,"buschedw","buschedw","2016-04-11 15:20:42","2016-04-11 15:20:42","2016-04-11 15:20:42",1,1
199,0,1,144,"Janas, Margaret",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,NULL,"Janas, Margaret",1,"buschedw","buschedw","2016-04-11 15:20:42","2016-04-11 15:20:42","2016-04-11 15:20:42",1,1
200,0,1,145,"Johnson, Tom",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,NULL,"Johnson, Tom",1,"buschedw","buschedw","2016-04-11 15:20:42","2016-04-11 15:20:42","2016-04-11 15:20:42",1,1
201,0,1,146,"Jones, John",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,NULL,"Jones, John",1,"buschedw","buschedw","2016-04-11 15:20:42","2016-04-11 15:20:42","2016-04-11 15:20:42",1,1
202,0,1,147,"Olmstead, Ann",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,NULL,"Olmstead, Ann",1,"buschedw","buschedw","2016-04-11 15:20:42","2016-04-11 15:20:42","2016-04-11 15:20:42",1,1
203,0,1,148,"Spencer, Marshall",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,NULL,"Spencer, Marshall",1,"buschedw","buschedw","2016-04-11 15:20:42","2016-04-11 15:20:42","2016-04-11 15:20:42",1,1
204,0,1,149,"Ways, Peter",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,NULL,"Ways, Peter",1,"buschedw","buschedw","2016-04-11 15:20:42","2016-04-11 15:20:42","2016-04-11 15:20:42",1,1
205,0,1,150,"Weil, William B.",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,237,241,"Weil, William B.",1,"buschedw","buschedw","2016-04-11 15:20:42","2016-04-11 15:20:42","2016-04-11 15:20:42",1,1
206,0,1,151,"Bowers, Kate, 1963- |||",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,237,NULL,"Bowers, Kate, 1963- |||",1,"admin","admin","2016-04-22 19:41:44","2016-04-22 19:41:44","2016-04-22 19:41:44",1,1
207,0,1,152,"Test|||, Name|||, Ms.|||, Number|||, Suffix|||, Title|||, (Fuller form|||), 1880-1980|||, qualifier|||",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,240,"Test|||, Name|||, Ms.|||, Number|||, Suffix|||, Title|||, (Fuller form|||), 1880-1980|||, qualifier|||",1,"admin","admin","2016-04-22 19:41:44","2016-04-22 19:41:44","2016-04-22 19:41:44",1,1
208,0,1,153,"Engelhart, Anne",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,NULL,"Engelhart, Anne",1,"admin","admin","2016-04-22 19:41:44","2016-04-22 19:41:44","2016-04-22 19:41:44",1,1
209,0,1,154,"Zinsser, Thomas",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,240,"Zinsser, Thomas",1,"admin","admin","2016-04-22 19:41:44","2016-04-22 19:41:44","2016-04-22 19:41:44",1,1
233,0,1,158,"Switzer, Samuel Leyens (1896-1960)",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1840,NULL,"Switzer, Samuel Leyens (1896-1960)",1,"admin","admin","2016-05-09 02:18:15","2016-05-09 02:18:15","2016-05-09 02:18:15",1,1
234,0,1,159,"Castro, Fidel, 1926-",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1802,NULL,"Castro, Fidel, 1926-",1,"admin","admin","2016-05-09 18:41:02","2016-05-09 18:41:02","2016-05-09 18:41:02",1,1
236,0,1,161,"Drury, Newton Bishop, 1889-1978. Correspondent",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1840,NULL,"Drury, Newton Bishop, 1889-1978. Correspondent",1,"test-user","test-user","2016-05-11 23:28:57","2016-05-11 23:28:57","2016-05-11 23:28:57",1,1
238,0,1,162,"Masters",946,NULL,NULL,"World",NULL,NULL,NULL,"1955-",NULL,NULL,240,"Masters, World, 1955-",1,"admin","admin","2016-05-12 18:48:42","2016-05-12 18:48:42","2016-05-12 18:48:42",1,1
239,0,1,163,"Second-tester",947,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,240,"Second-tester",1,"admin","admin","2016-05-12 20:51:50","2016-05-12 20:51:50","2016-05-12 20:51:50",1,1
241,0,1,165,"Third",947,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236,240,"Third",1,"admin","admin","2016-05-13 15:10:00","2016-05-13 15:10:00","2016-05-13 15:10:00",1,1
242,0,1,166,"Burns, Jack O.",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,237,NULL,"Burns, Jack O.",1,"admin","admin","2016-05-13 18:31:33","2016-05-13 18:31:33","2016-05-13 18:31:33",1,1
243,0,1,167,"Hallman, Eric J.",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1802,242,"Hallman, Eric J.",1,"admin","admin","2016-05-13 18:31:33","2016-05-13 18:31:33","2016-05-13 18:31:33",1,1
244,0,1,168,"Harkness, Robert",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1802,242,"Harkness, Robert",1,"admin","admin","2016-05-13 18:31:33","2016-05-13 18:31:33","2016-05-13 18:31:33",1,1
245,0,1,169,"Norman, Michael L.",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,237,NULL,"Norman, Michael L.",1,"admin","admin","2016-05-13 18:31:33","2016-05-13 18:31:33","2016-05-13 18:31:33",1,1
246,0,1,170,"O'Shea, Brian W., (Brian William), 1978-",946,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,237,NULL,"O'Shea, Brian W., (Brian William), 1978-",1,"admin","admin","2016-05-13 18:31:33","2016-05-13 18:31:33","2016-05-13 18:31:33",1,1
